comp_1,comp_2,comp_3,group
0.7567739187434407,0.5061253781281663,0.5010449752237013,14
0.7294142351515881,0.5134486225976994,0.4922630120606427,14
0.6970552533947518,0.5184889100702396,0.48235416743580495,14
0.6611774549519311,0.5207576105402745,0.4719849926648354,14
0.6170281331665349,0.4959885557645116,0.4578114074784692,17
0.6203512518477761,0.4797377412198765,0.45190780165923655,17
0.6300366243819968,0.45558551094181227,0.4472557618932551,17
0.6437909615902684,0.42796809868245916,0.4440876180600009,17
0.662195233814834,0.3992303393344044,0.44306694906991523,17
0.6675513444894943,0.39211880857419185,0.44320474740147286,19
0.6934082310356695,0.3686153462171378,0.4468530017192773,19
0.7235798088240153,0.3601515461683201,0.4554044155361984,19
0.750329297062748,0.36007055680347994,0.46485412263799936,19
0.7722842126843744,0.3663807625081059,0.47419380195690497,19
0.7882092658438841,0.3784650413136978,0.48262067628146793,19
0.7962699626699785,0.39553532892512455,0.48940413190199117,19
0.6420452970398179,0.5208572336066142,0.466819300383945,16
0.6190399619082599,0.49805410082074586,0.4584744173098683,16
0.6170281331665349,0.4959885557645116,0.4578114074784692,18
0.5843412435386908,0.4824321694129624,0.45214916236512825,18
0.5443568598304145,0.46575293869079853,0.4473827964750398,18
0.4980819469258868,0.44703458230757837,0.44431319945141506,18
0.4484360578607996,0.42822063928223464,0.4436755906582729,18
0.39953200871846595,0.41151794356124644,0.4458297154414095,18
0.35505854485206556,0.3989622189680436,0.4505957374133619,18
0.23697029944610537,0.5233569021383627,0.48746780501482934,23
0.24802331492262117,0.5531421789483042,0.4842587074143607,23
0.26459130373734246,0.5837553376609357,0.4802324781984666,23
0.28584595481128094,0.6135898406694572,0.47563837285422716,23
0.4562554553201526,0.6826105538008473,0.45422235795078303,3
0.3064481553451462,0.636586682631906,0.47162901722787726,24
0.33391913773122806,0.6602822519890249,0.466871989032495,24
0.3636075055339568,0.6778760075709548,0.46246462692953827,24
0.39491436329712454,0.6878861890215757,0.45872122363405315,24
0.4275639848106904,0.6893197852844372,0.455881952014584,24
0.4562554553201526,0.6826105538008473,0.45422235795078303,4
