comp_1,comp_2,comp_3,group
0.4253011896504189,0.656338671156548,0.5383297291789004,2
0.4218496216835079,0.6533834584405885,0.5381162685304222,2
0.4204907016447973,0.6499660425315149,0.5380900409710322,2
0.4205777606017954,0.645731496654608,0.5382114847729194,2
0.4219300937447362,0.6407010182498756,0.5384633662275785,2
0.42421354054850496,0.6350979236816273,0.5387136705017601,2
0.4272834407592677,0.6287405775280598,0.5388579486264152,2
0.4310738681599806,0.6217843428767528,0.5388930086946518,2
0.43527944125210277,0.6145464674258657,0.5395164630086987,2
0.4395283121295261,0.6068927314629626,0.5407196202611046,2
0.44383862537935065,0.5991722369959678,0.5426867847125914,2
0.44766587211263975,0.5914061117727029,0.5453201245954307,2
0.4506672411134519,0.5838074214915492,0.5482939139867651,2
0.4532378249646635,0.5761987169291517,0.5513204956363228,2
0.4554229092915755,0.5685674141472576,0.5538680483010944,2
0.45708394421440873,0.5608331430847977,0.5562841620566183,2
0.458411182679003,0.552988934102107,0.5588174402553693,2
0.45957212516423673,0.5450608388139843,0.5616936594660016,2
0.4600524931136668,0.5368089452480536,0.564422607453382,2
0.4601213055805864,0.5283485746097387,0.5671840225532316,2
0.4597298491437751,0.5199783116852734,0.5698613373869883,2
0.45904106519292853,0.5116457364280458,0.5723705967956191,2
0.45817371410157526,0.503971374831969,0.5745202139135884,2
0.45721455229195684,0.49671656742049686,0.5764400507034607,2
0.45622079156908735,0.48999249435693576,0.578079929053955,2
0.4552407481859053,0.4841420530500224,0.5794228453909844,2
0.45433511952818545,0.4791848966386884,0.5805050550453953,2
0.4535315426388452,0.4750367679830669,0.5813673510491255,2
0.24655155436254292,0.794495438788327,0.5988926745284133,5
0.24532227370806775,0.79399583400560525,0.5993420219136992,5
0.24434178466064668,0.7929765780491349,0.5996002280990561,5
0.24356142778540163,0.7915375454061284,0.5997223511825837,5
0.2429546104632291,0.7897745354206899,0.5997522681953107,5
0.24250921784791582,0.7877845423259381,0.5997247514270314,5
0.24222056387360597,0.7856661280671342,0.59966666344761,5
0.24208522833803747,0.7835152559457786,0.5995976210069475,5
0.24209648444112586,0.7814183582225646,0.5995305736235466,5
0.24224192315519216,0.7794453229994244,0.5994726393658263,5
0.24588922880187675,0.7969193671075612,0.5996683145302298,1
0.24642829084088888,0.7949278090840989,0.599032698699818,1
0.24655155436254292,0.794495438788327,0.5988926745284133,4
0.2481535469779316,0.7941882014354646,0.5980999914871686,4
0.25021720821898913,0.7931032316312838,0.5969522650453005,4
0.25291509366353193,0.7910675066535585,0.5953436294274543,4
0.256481552695078,0.7878633441887799,0.5931492985787323,4
0.2612172858350138,0.7832323505021331,0.5902355504196561,4
0.26747531583022865,0.7769022739418182,0.5864847386240402,4
0.27560783294503166,0.7686520200910483,0.5818404356777146,4
0.2858543929580616,0.7584225765060839,0.5763681156616746,4
0.2981816805740641,0.7464490694033438,0.5703055708977268,4
0.3121506408649311,0.7333357682888638,0.5640570695547752,4
0.32693489889425503,0.7199770897812833,0.5581001057508054,4
0.34154714332397873,0.7073138081236042,0.5528386811977383,4
0.35516112659472765,0.6960565775974275,0.5484934804767626,4
0.3673329281700633,0.6865417412693818,0.5450910392152494,4
0.37802960999753327,0.6787632866954081,0.542531320088295,4
0.3875250150413269,0.6725014265711787,0.5406712023565823,4
0.39626835839164926,0.6674527643416461,0.5393821264721409,4
0.40478660769870806,0.6633180162681714,0.5385755675860442,4
0.41362777016527924,0.6598475329333096,0.5382069262106842,4
0.4233252177657759,0.6568604428322226,0.5382684482424513,4
0.6333785042358197,0.6786663512260729,0.5661680631812532,7
0.6404076446464452,0.681186392358839,0.5664748569425457,7
0.6462225901218086,0.6841750850451217,0.566596858946991,7
0.6513746884742773,0.6878198533918366,0.5666796515688929,7
0.6562570475944701,0.6922214334378595,0.5670373360103403,7
0.6611833332492127,0.6975623903054136,0.5677905946874149,7
0.6662645431759058,0.7037268195373888,0.5690530908977663,7
0.6716829721000354,0.7105628800655562,0.5711838711124754,7
0.6772787951621128,0.7179766587153693,0.5742760054530859,7
0.6827535779199114,0.7254413030141166,0.5781474236108665,7
0.687771775669518,0.732513514951865,0.5826314382006158,7
0.692188014877926,0.7389847600937617,0.587445833606002,7
0.6958811571354999,0.7446210252559774,0.5925630126301688,7
0.6988280044638735,0.7493830513396654,0.5975850519545556,7
0.7009899795584922,0.7535222190975398,0.6023705064456336,7
0.7025635274137952,0.7572572355708542,0.6068342825854707,7
0.7038089126678052,0.7607436558663611,0.6110143381241542,7
0.704766943627485,0.7641493621597699,0.6150048133582388,7
0.7055221041188956,0.7675441157997422,0.6188192590347686,7
0.7062076851725266,0.77090422103973,0.6225224962757672,7
0.7068863430847788,0.7742291368658216,0.6262583544250264,7
0.7075465309641377,0.7775015267583515,0.6299729949674764,7
0.7082015408623805,0.7806347797079461,0.6336374209372256,7
0.70883021149435,0.783514040681286,0.6372163554974581,7
0.70943796139324,0.7860942702381095,0.6406350849719035,7
0.7100296466207386,0.7883446556663607,0.6438272378585246,7
0.7106123412009715,0.7902738731759253,0.6467677649057402,7
0.7111833736305059,0.7919144298717787,0.6494238293057376,7
0.4253011896504189,0.656338671156548,0.5383297291789004,3
0.437083107092629,0.6550928387870861,0.5390673611078691,3
0.45154575027477134,0.6545312541790511,0.5401853612135319,3
0.468978722011301,0.6547944501292577,0.5415889270515849,3
0.48952954553011163,0.655925820684778,0.5436227815461957,3
0.5125043322517635,0.6577239628778804,0.5463700089720909,3
0.5368786112663401,0.6602776150954718,0.5497914647166444,3
0.5609032678203872,0.6633846232514833,0.5534668050851616,3
0.583025504200425,0.66682401522213,0.5570524405252637,3
0.6022929995207436,0.6703877266172777,0.5603809719613688,3
0.618274441190886,0.674095871617874,0.5633203495805403,3
0.6311561661917894,0.6779051770273568,0.5657436268517761,3
0.6333785042358197,0.6786663512260729,0.5661680631812532,6
0.6418323137821315,0.6811757889499961,0.5687185179917177,6
0.647637060848893,0.6825132218785821,0.5710144799693055,6
0.6522085575056792,0.6834000410516189,0.5731195069361601,6
