comp_1,comp_2,comp_3,group
0.3443402772938537,0.3431997270486584,0.340549991588103,3
0.3467414777321334,0.3455133946881056,0.3359520489807062,3
0.34992150513845377,0.34804363311546616,0.33151314954058086,3
0.35431073496066556,0.35102278282003796,0.3268963500636648,3
0.36050681515988575,0.3547899259113848,0.3217244843495035,3
0.3693157996136306,0.35981426249943893,0.31557494164070793,3
0.3817435046641239,0.36669860140383415,0.3080070117320889,3
0.39886106904290336,0.3761203866571831,0.29865507456921103,3
0.4214582797411615,0.388656459185978,0.2874121425577284,3
0.4495006548823426,0.40448486506366543,0.2746626252576638,3
0.4816763096068443,0.4231026926020877,0.26140063236728645,3
0.515526698288244,0.44333449638636463,0.2490295883938971,3
0.5483274255462887,0.46376271874713204,0.2388649119191817,3
0.578142173272758,0.483305660296361,0.23168575771318034,3
0.6042825608584915,0.5015149727320738,0.2276492812473811,3
0.6270493583733419,0.5184803909173097,0.22651756759419753,3
0.6471923957536354,0.5345535763661831,0.22794068639926546,3
0.6654859098895016,0.5501127781471427,0.23163076230214794,3
0.6825295901468336,0.5654449890361612,0.23741455760329283,3
0.6987155402541607,0.5807237597218708,0.2452157109927104,3
0.7142740921813286,0.5960371422534466,0.25501252215444015,3
0.7293382192061442,0.6114292118453615,0.266795008457154,3
0.7439953584658892,0.626932693089116,0.28052913253755474,3
0.7583153626367931,0.6425824835454865,0.2961297248048036,3
0.7723558818426344,0.6584102091954445,0.3134438134054489,3
0.7861537900764655,0.6744278865615375,0.33224876924395796,3
0.7997137183717578,0.6906126651827486,0.35227063531347813,3
0.8130024633258275,0.7069030702877446,0.3732243091957672,3
0.8259522650236746,0.7232106226124224,0.39486942150888826,3
0.838469542082632,0.7394422675302139,0.41706810811555695,3
0.8504419839065693,0.7555230448871845,0.43982808930276784,3
0.8617377612991566,0.7714074483972455,0.4633167995559374,3
0.8721954242803551,0.7870710410741839,0.4878347761857741,3
0.8816100661678012,0.802478709039447,0.513734686014736,3
0.8897291378041386,0.8175326658270028,0.5412714959496898,3
0.8962771268162089,0.8320158674522069,0.5703889885564719,3
0.9010237084905083,0.8455652589361292,0.6005083577225451,3
0.9038836196142733,0.8577177720259228,0.6304622428548721,3
0.9049958003457145,0.8680402377071462,0.6587106210213143,3
0.9047177530539514,0.8762844911915304,0.6837999221252037,3
0.9035239263580851,0.8824700998980096,0.7048087697720264,3
0.9018704962764994,0.8868483849592642,0.721520943309474,3
0.9001026230870693,0.8897908911697106,0.7342945329773537,3
0.8984308329511976,0.8916786081958152,0.7437919163059895,3
0.8969549225900524,0.892835571915773,0.7507398932642372,3
0.8957026942773285,0.8935075788392964,0.755788947038645,3
0.8946634198276332,0.8938678720466224,0.7594607341143284,3
0.060542899467873515,0.7618941429877142,0.6985261728761152,1
0.06087369147449234,0.7578017891363855,0.6921352868508531,1
0.06141537571801486,0.7527048858479851,0.6842074126948771,1
0.062259673335318746,0.746378468298835,0.6744331544377851,1
0.06352327645786071,0.7385971234386579,0.6625233087687024,1
0.06534441851930921,0.7291755519828279,0.6482770321265743,1
0.06787282985663884,0.7180221776321667,0.6316687870482924,1
0.07125497699486773,0.7051871353590091,0.6129245161217731,1
0.07562261345187138,0.6908726999823156,0.5925393577285412,1
0.08109726341929527,0.6753775781462976,0.5711979078678673,1
0.08781973413411451,0.6589764832819122,0.5496057413151654,1
0.09599981032134622,0.6417783192524524,0.5283006866910898,1
0.10596332100772331,0.6236280598457988,0.5075333120833599,1
0.11816043103589272,0.6041059545325658,0.48727069844826654,1
0.13309388401173955,0.582651951808398,0.46732113854751317,1
0.1511360506247332,0.5588174008564933,0.44753689011915876,1
0.17225219914449091,0.5325972141861168,0.4280236515658333,1
0.19574893641787572,0.5047006657659803,0.4092550133493655,1
0.22025355821774506,0.47654659669803234,0.39199394865910975,1
0.24404924088705282,0.4498755571494685,0.3770246220479266,1
0.2656196708197069,0.42616365819500746,0.3648517579341328,1
0.28406681258862065,0.406202363174401,0.35555953349131336,1
0.29919353716499547,0.3900464357081278,0.34887989649213014,1
0.31131946501853147,0.37723537665285134,0.3443683038865758,1
0.32102396338486805,0.36707543168712065,0.34156472553586725,1
0.32895049538170457,0.35884548902011837,0.34008642875362566,1
0.3357045617079622,0.35190112549375985,0.33965929584680415,1
0.34182221243556044,0.3457068892041153,0.3401139130799061,1
0.3443402772938537,0.3431997270486584,0.340549991588103,2
0.3474776565458628,0.33567619020927447,0.3446064079482083,2
0.35109091515237856,0.32752313945807043,0.34975177300463833,2
0.35535825884461925,0.3182853315155931,0.3562736975156073,2
0.360469673691886,0.30753583459833245,0.3645125658075049,2
0.3666100906058076,0.2949025668089923,0.3748403463593942,2
0.3739320512764467,0.28012027389213856,0.3876204981156652,2
0.3825187264452312,0.2631037762405886,0.40314674008494455,2
0.392345232471801,0.24402352867141514,0.4215688243049634,2
0.40325397104691174,0.22334907336601212,0.44282758866005006,2
0.41496140327607794,0.20182368728314437,0.4666295204477957,2
0.42710256748554304,0.1803573156179076,0.4924798865271203,2
0.43929866538473017,0.15986765347071236,0.5197625656782161,2
0.45121776923613355,0.14112949807265454,0.5478257704872115,2
0.46260382421353113,0.12468312335448865,0.5760332121032121,2
0.47327128000808627,0.11081289584486186,0.6037721657924556,2
0.48308321220076866,0.09957347894149127,0.6304455096727739,2
0.4919349029218927,0.09083508280889227,0.6554842545220639,2
0.4997533361855704,0.0843328831525935,0.6783950897608716,2
0.5065077235945362,0.07971811221918684,0.6988246853353601,2
0.5122185769579691,0.07660952000590898,0.7166061017897484,2
0.5169561515797004,0.07463922724226198,0.731763336241076,2
0.5208277070623525,0.07348546264953998,0.7444749640013801,2
0.5239593345201347,0.07288866377382995,0.7550162869716763,2
0.526478956458271,0.07265303263399851,0.76370196151271,2
0.5285043670586271,0.07263887056159564,0.7708426725496009,2
